final_actions_13_20200821-230117
const unsigned char q_actions[448] = {0, 0, 0, 224, 247, 0, 0, 0, 0, 0, 0, 0, 0, 223, 0, 0, 0, 0, 0, 0, 0, 0, 239, 0, 0, 0, 0, 0, 0, 0, 0, 239, 0, 0, 0, 0, 0, 0, 0, 0, 239, 0, 0, 0, 0, 0, 0, 0, 0, 239, 0, 0, 239, 0, 0, 0, 0, 0, 239, 0, 0, 239, 0, 0, 0, 0, 0, 63, 0, 0, 225, 0, 0, 0, 0, 0, 234, 0, 0, 250, 0, 0, 0, 0, 0, 234, 0, 0, 250, 0, 0, 0, 0, 0, 234, 0, 0, 250, 0, 0, 0, 0, 0, 234, 0, 0, 250, 0, 0, 0, 0, 0, 243, 0, 0, 250, 0, 0, 0, 0, 0, 9, 0, 0, 250, 0, 0, 0, 0, 0, 237, 0, 0, 250, 0, 0, 0, 0, 0, 37, 0, 0, 250, 0, 0, 0, 0, 0, 151, 0, 0, 250, 0, 0, 0, 0, 0, 151, 0, 0, 250, 0, 0, 0, 0, 0, 151, 0, 0, 250, 0, 0, 0, 0, 0, 151, 0, 0, 250, 0, 0, 0, 0, 0, 147, 0, 0, 234, 0, 0, 0, 0, 0, 152, 0, 0, 234, 0, 0, 0, 0, 0, 78, 0, 0, 234, 0, 0, 0, 0, 0, 17, 0, 0, 234, 0, 0, 0, 0, 0, 30, 0, 0, 125, 0, 0, 0, 0, 0, 200, 0, 0, 125, 0, 0, 0, 0, 0, 200, 0, 0, 125, 0, 0, 0, 0, 0, 3, 0, 0, 125, 0, 0, 0, 0, 0, 200, 0, 0, 125, 0, 0, 0, 0, 0, 200, 0, 0, 125, 0, 0, 0, 0, 0, 109, 0, 0, 125, 0, 0, 0, 0, 0, 200, 0, 0, 125, 0, 0, 0, 0, 0, 200, 0, 0, 125, 0, 0, 0, 0, 0, 109, 0, 0, 125, 0, 0, 0, 0, 0, 109, 0, 0, 125, 0, 0, 0, 0, 0, 109, 0, 0, 125, 0, 0, 0, 0, 0, 109, 0, 0, 125, 0, 0, 0, 0, 0, 218, 0, 0, 125, 0, 0, 0, 0, 0, 144, 0, 0, 34, 0, 0, 0, 0, 0, 50, 0, 0, 80, 0, 0, 0, 0, 0, 12, 0, 0, 203, 0, 0, 0, 0, 0, 86, 0, 0, 39, 0, 0, 0, 0, 0, 97, 0, 0, 26, 0, 0, 0, 0, 0, 203, 0, 0, 210, 0, 0, 0, 0, 0, 128, 0, 0, 84, 0, 0, 0, 0, 0, 175, 0, 0, 112, 0, 0, 0, 0, 0, 11, 0, 0, 68, 0, 0, 0, 0, 0, 67, 0, 0, 158, 0, 0, 0, 0, 0, 13, 0, 0, 37, 0, 0, 0, 0, 0, 18, 0, 0};

Timestamp, Temperature (ºC), Setpoint, Error, Velocity, Acceleration, State, PWM output, Current, PWM / Current
23:07:04.593, 22.78, 26.31, -3.53, 0.09, 0.09, 143, 0, 0.04, 0.00
23:07:05.614, 22.78, 26.31, -3.53, 0.00, -0.09, 138, 0, 0.04, 0.00
23:07:06.655, 22.78, 26.31, -3.53, 0.00, 0.00, 139, 37, 0.37, 98.82
23:07:07.668, 22.78, 26.31, -3.53, 0.00, 0.00, 139, 37, 0.60, 61.69
23:07:08.697, 22.78, 26.31, -3.53, 0.00, 0.00, 139, 37, 0.26, 141.37
23:07:09.722, 22.78, 26.31, -3.53, 0.00, 0.00, 139, 37, 0.86, 42.89
23:07:10.722, 22.86, 26.31, -3.45, 0.09, 0.09, 152, 0, 0.26, 0.00
23:07:11.750, 22.86, 26.31, -3.45, 0.00, -0.09, 147, 0, 0.04, 0.00
23:07:12.781, 22.86, 26.31, -3.45, 0.00, 0.00, 148, 151, 0.04, 4152.85
23:07:13.818, 22.78, 26.31, -3.53, -0.09, -0.09, 135, 0, 2.85, 0.00
23:07:14.842, 22.86, 26.31, -3.45, 0.09, 0.17, 153, 0, 0.04, 0.00
23:07:15.842, 22.86, 26.31, -3.45, 0.00, -0.09, 147, 0, 0.04, 0.00
23:07:16.891, 22.86, 26.31, -3.45, 0.00, 0.00, 148, 151, 0.41, 366.54
23:07:17.911, 22.78, 26.31, -3.53, -0.09, -0.09, 135, 0, 2.89, 0.00
23:07:18.943, 22.95, 26.31, -3.36, 0.17, 0.26, 154, 0, 0.04, 0.00
23:07:19.954, 22.95, 26.31, -3.36, 0.00, -0.17, 153, 0, 0.04, 0.00
23:07:20.982, 22.95, 26.31, -3.36, 0.00, 0.00, 148, 151, 0.34, 448.28
23:07:22.009, 22.86, 26.31, -3.45, -0.09, -0.09, 144, 0, 2.93, 0.00
23:07:23.004, 22.95, 26.31, -3.36, 0.09, 0.17, 153, 0, 0.04, 0.00
23:07:24.035, 22.95, 26.31, -3.36, 0.00, -0.09, 147, 0, 0.04, 0.00
23:07:25.065, 22.95, 26.31, -3.36, 0.00, 0.00, 148, 151, 0.37, 403.31
23:07:26.083, 22.86, 26.31, -3.45, -0.09, -0.09, 144, 0, 1.54, 0.00
23:07:27.108, 22.95, 26.31, -3.36, 0.09, 0.17, 153, 0, -0.00, 0.00
23:07:28.135, 23.04, 26.31, -3.27, 0.09, 0.00, 160, 250, 0.37, 667.73
23:07:29.159, 22.86, 26.31, -3.45, -0.17, -0.26, 170, 0, 3.53, 0.00
23:07:30.184, 23.04, 26.31, -3.27, 0.17, 0.35, 163, 0, 0.04, 0.00
23:07:31.202, 23.04, 26.31, -3.27, 0.00, -0.17, 162, 0, -0.00, 0.00
23:07:32.240, 23.04, 26.31, -3.27, 0.00, 0.00, 157, 151, 0.34, 448.28
23:07:33.268, 22.95, 26.31, -3.36, -0.09, -0.09, 144, 0, 2.29, 0.00
23:07:34.296, 23.04, 26.31, -3.27, 0.09, 0.17, 162, 0, 0.04, 0.00
23:07:35.322, 23.12, 26.31, -3.19, 0.09, 0.00, 169, 250, 0.04, 6875.58
23:07:36.338, 22.95, 26.31, -3.36, -0.17, -0.26, 170, 0, 3.49, 0.00
23:07:37.360, 23.12, 26.31, -3.19, 0.17, 0.35, 172, 0, 0.04, 0.00
23:07:38.384, 23.12, 26.31, -3.19, 0.00, -0.17, 171, 0, -0.00, 0.00
23:07:39.400, 23.12, 26.31, -3.19, 0.00, 0.00, 166, 151, 0.37, 403.31
23:07:40.426, 23.04, 26.31, -3.27, -0.09, -0.09, 153, 0, 3.04, 0.00
23:07:41.451, 23.21, 26.31, -3.10, 0.17, 0.26, 181, 0, 0.04, 0.00
23:07:42.456, 23.21, 26.31, -3.10, 0.00, -0.17, 180, 0, 0.04, 0.00
23:07:43.507, 23.21, 26.31, -3.10, 0.00, 0.00, 175, 151, 0.41, 366.54
23:07:44.528, 23.12, 26.31, -3.19, -0.09, -0.09, 162, 0, 2.63, 0.00
23:07:45.548, 23.21, 26.31, -3.10, 0.09, 0.17, 180, 0, 0.04, 0.00
23:07:46.576, 23.30, 26.31, -3.01, 0.09, 0.00, 187, 234, 0.34, 694.69
23:07:47.590, 23.21, 26.31, -3.10, -0.09, -0.17, 198, 0, 2.93, 0.00
23:07:48.620, 23.30, 26.31, -3.01, 0.09, 0.17, 189, 0, -0.00, 0.00
23:07:49.644, 23.30, 26.31, -3.01, 0.00, -0.09, 183, 0, -0.00, 0.00
23:07:50.673, 23.30, 26.31, -3.01, 0.00, 0.00, 184, 147, 0.37, 392.63
23:07:51.674, 23.30, 26.31, -3.01, 0.00, 0.00, 184, 147, 3.04, 48.34
23:07:52.700, 23.30, 26.31, -3.01, 0.00, 0.00, 184, 147, 1.24, 118.71
23:07:53.726, 23.30, 26.31, -3.01, 0.00, 0.00, 184, 147, 2.93, 50.20
23:07:54.752, 23.30, 26.31, -3.01, 0.00, 0.00, 184, 147, 2.06, 71.20
23:07:55.764, 23.30, 26.31, -3.01, 0.00, 0.00, 184, 147, 1.43, 103.08
23:07:56.793, 23.39, 26.31, -2.93, 0.09, 0.09, 197, 0, 3.00, 0.00
23:07:57.812, 23.47, 26.31, -2.84, 0.09, 0.00, 205, 234, -0.00, -195079.06
23:07:58.843, 23.39, 26.31, -2.93, -0.09, -0.17, 216, 0, 3.15, 0.00
23:07:59.869, 23.47, 26.31, -2.84, 0.09, 0.17, 207, 0, 0.04, 0.00
23:08:00.912, 23.47, 26.31, -2.84, 0.00, -0.09, 201, 0, 0.04, 0.00
23:08:01.935, 23.56, 26.31, -2.75, 0.09, 0.09, 206, 0, -0.00, 0.00
23:08:02.937, 23.56, 26.31, -2.75, 0.00, -0.09, 201, 0, 0.04, 0.00
23:08:03.974, 23.56, 26.31, -2.75, 0.00, 0.00, 202, 78, 0.37, 208.33
23:08:04.997, 23.56, 26.31, -2.75, 0.00, 0.00, 202, 78, 0.64, 122.39
23:08:06.034, 23.56, 26.31, -2.75, 0.00, 0.00, 202, 78, 2.18, 35.82
23:08:07.027, 23.65, 26.31, -2.67, 0.09, 0.09, 215, 0, 0.90, 0.00
23:08:08.073, 23.65, 26.31, -2.67, 0.00, -0.09, 210, 0, -0.00, 0.00
23:08:09.072, 23.73, 26.31, -2.58, 0.09, 0.09, 224, 0, -0.00, 0.00
23:08:10.118, 23.73, 26.31, -2.58, 0.00, -0.09, 219, 0, 0.04, 0.00
23:08:11.114, 23.73, 26.31, -2.58, 0.00, 0.00, 220, 30, -0.00, -25010.14
23:08:12.147, 23.73, 26.31, -2.58, 0.00, 0.00, 220, 30, 0.19, 160.77
23:08:13.166, 23.82, 26.31, -2.49, 0.09, 0.09, 233, 0, 0.41, 0.00
23:08:14.202, 23.82, 26.31, -2.49, 0.00, -0.09, 228, 0, 0.04, 0.00
23:08:15.213, 23.82, 26.31, -2.49, 0.00, 0.00, 229, 200, -0.00, -166734.23
23:08:16.241, 23.73, 26.31, -2.58, -0.09, -0.09, 216, 0, 2.63, 0.00
23:08:17.258, 23.82, 26.31, -2.49, 0.09, 0.17, 234, 0, 0.04, 0.00
23:08:18.287, 23.91, 26.31, -2.40, 0.09, 0.00, 241, 125, 0.41, 303.43
23:08:19.308, 23.82, 26.31, -2.49, -0.09, -0.17, 252, 0, 2.37, 0.00
23:08:20.338, 23.91, 26.31, -2.40, 0.09, 0.17, 243, 0, 0.04, 0.00
