// action matrix for training simulation 11_20200820-093404
const unsigned char q_actions[174] = {0, 254, 234, 0, 227, 246, 0, 252, 252, 0, 227, 250, 0, 252, 231, 0, 238, 238, 0, 234, 234, 0, 237, 237, 0, 230, 230, 0, 234, 234, 0, 91, 243, 0, 39, 39, 0, 86, 86, 0, 187, 54, 0, 225, 239, 0, 235, 240, 0, 203, 66, 0, 145, 39, 0, 193, 192, 0, 53, 125, 0, 96, 183, 0, 15, 240, 0, 116, 92, 0, 160, 196, 0, 214, 55, 0, 109, 119, 0, 29, 14, 0, 98, 152, 0, 63, 31, 0, 224, 148, 0, 170, 206, 0, 198, 254, 0, 249, 252, 0, 201, 190, 0, 166, 155, 0, 115, 108, 0, 122, 30, 0, 245, 66, 0, 14, 42, 0, 239, 175, 0, 37, 199, 0, 0, 147, 0, 151, 144, 0, 181, 203, 0, 18, 5, 0, 116, 174, 0, 10, 160, 0, 29, 159, 0, 159, 214, 0, 159, 57, 0, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1};


Timestamp, Temperature (ºC), Setpoint, Error, Delta_T, State, PWM output, Current, PWM / Current
10:41:42.241, 28.10, 27.69, 0.41, 0.00, 163, 1, 0.07, 13.53
10:41:43.262, 28.10, 27.69, 0.41, 0.00, 163, 1, 0.11, 8.97
10:41:44.300, 28.10, 27.69, 0.41, 0.00, 163, 1, 0.04, 27.50
10:41:45.321, 28.10, 27.69, 0.41, 0.00, 163, 1, 0.11, 8.97
10:41:46.338, 28.10, 27.69, 0.41, 0.00, 163, 1, 0.04, 27.50
10:41:47.369, 28.10, 27.69, 0.41, 0.00, 163, 1, 0.15, 6.71
10:41:48.380, 28.01, 27.69, 0.32, -0.09, 159, 0, 0.04, 0.00
10:41:49.430, 28.01, 27.69, 0.32, 0.00, 160, 0, -0.00, 0.00
10:41:50.447, 28.01, 27.69, 0.32, 0.00, 160, 0, -0.00, 0.00
10:41:51.453, 28.01, 27.69, 0.32, 0.00, 160, 0, -0.00, 0.00
10:41:52.483, 28.01, 27.69, 0.32, 0.00, 160, 0, -0.00, 0.00
10:41:53.526, 28.01, 27.69, 0.32, 0.00, 160, 0, -0.00, 0.00
10:41:54.530, 28.01, 27.69, 0.32, 0.00, 160, 0, -0.00, 0.00
10:41:55.546, 28.01, 27.69, 0.32, 0.00, 160, 0, -0.00, 0.00
10:41:56.565, 28.01, 27.69, 0.32, 0.00, 160, 0, 0.04, 0.00
10:41:57.614, 28.01, 27.69, 0.32, 0.00, 160, 0, 0.04, 0.00
10:41:58.635, 28.01, 27.69, 0.32, 0.00, 160, 0, -0.00, 0.00
10:41:59.654, 28.01, 27.69, 0.32, 0.00, 160, 0, -0.00, 0.00
10:42:00.677, 28.01, 27.69, 0.32, 0.00, 160, 0, -0.00, 0.00
10:42:01.684, 28.01, 27.69, 0.32, 0.00, 160, 0, -0.00, 0.00
10:42:02.734, 28.01, 27.69, 0.32, 0.00, 160, 0, -0.00, 0.00
10:42:03.733, 28.01, 27.69, 0.32, 0.00, 160, 0, 0.04, 0.00
10:42:04.756, 28.01, 27.69, 0.32, 0.00, 160, 0, 0.04, 0.00
10:42:05.786, 28.01, 27.69, 0.32, 0.00, 160, 0, -0.00, 0.00
10:42:06.826, 28.01, 27.69, 0.32, 0.00, 160, 0, -0.00, 0.00
10:42:07.849, 27.92, 27.69, 0.23, -0.09, 156, 0, -0.00, 0.00
10:42:08.861, 27.92, 27.69, 0.23, 0.00, 157, 0, -0.00, 0.00
10:42:09.864, 27.92, 27.69, 0.23, 0.00, 157, 0, -0.00, 0.00
10:42:10.895, 27.92, 27.69, 0.23, 0.00, 157, 0, 0.04, 0.00
10:42:11.926, 27.92, 27.69, 0.23, 0.00, 157, 0, -0.00, 0.00
10:42:12.967, 27.92, 27.69, 0.23, 0.00, 157, 0, -0.00, 0.00
10:42:13.966, 27.92, 27.69, 0.23, 0.00, 157, 0, -0.00, 0.00
10:42:15.014, 27.92, 27.69, 0.23, 0.00, 157, 0, -0.00, 0.00
10:42:16.031, 27.92, 27.69, 0.23, 0.00, 157, 0, -0.00, 0.00
10:42:17.056, 27.92, 27.69, 0.23, 0.00, 157, 0, -0.00, 0.00
10:42:18.083, 27.92, 27.69, 0.23, 0.00, 157, 0, 0.04, 0.00
10:42:19.105, 27.92, 27.69, 0.23, 0.00, 157, 0, -0.00, 0.00
10:42:20.123, 27.92, 27.69, 0.23, 0.00, 157, 0, 0.04, 0.00
10:42:21.127, 27.92, 27.69, 0.23, 0.00, 157, 0, -0.00, 0.00
10:42:22.165, 27.92, 27.69, 0.23, 0.00, 157, 0, -0.00, 0.00
10:42:23.182, 27.92, 27.69, 0.23, 0.00, 157, 0, -0.00, 0.00
10:42:24.196, 27.83, 27.69, 0.14, -0.09, 153, 0, -0.00, 0.00
10:42:25.236, 27.83, 27.69, 0.14, 0.00, 154, 0, -0.00, 0.00
10:42:26.258, 27.83, 27.69, 0.14, 0.00, 154, 0, -0.00, 0.00
10:42:27.295, 27.83, 27.69, 0.14, 0.00, 154, 0, 0.04, 0.00
10:42:28.312, 27.83, 27.69, 0.14, 0.00, 154, 0, -0.00, 0.00
10:42:29.324, 27.83, 27.69, 0.14, 0.00, 154, 0, -0.00, 0.00
10:42:30.343, 27.83, 27.69, 0.14, 0.00, 154, 0, -0.00, 0.00
10:42:31.372, 27.83, 27.69, 0.14, 0.00, 154, 0, 0.04, 0.00
10:42:32.383, 27.83, 27.69, 0.14, 0.00, 154, 0, -0.00, 0.00
10:42:33.421, 27.83, 27.69, 0.14, 0.00, 154, 0, 0.04, 0.00
10:42:43.984, 27.83, 27.69, 0.14, 0.00, 154, 0, -0.00, 0.00
10:42:43.984, 27.83, 27.69, 0.14, 0.00, 154, 0, 0.04, 0.00
10:42:43.984, 27.83, 27.69, 0.14, 0.00, 154, 0, -0.00, 0.00
10:42:43.984, 27.83, 27.69, 0.14, 0.00, 154, 0, -0.00, 0.00
10:42:43.984, 27.83, 27.69, 0.14, 0.00, 154, 0, 0.04, 0.00
10:42:43.984, 27.83, 27.69, 0.14, 0.00, 154, 0, 0.04, 0.00
10:42:43.984, 27.83, 27.69, 0.14, 0.00, 154, 0, 0.04, 0.00
10:42:43.984, 27.74, 27.69, 0.05, -0.09, 150, 0, -0.00, 0.00
10:42:43.984, 27.74, 27.69, 0.05, 0.00, 151, 0, 0.04, 0.00
10:42:43.984, 27.74, 27.69, 0.05, 0.00, 151, 0, 0.04, 0.00
10:42:45.661, 27.74, 27.69, 0.05, 0.00, 151, 0, 0.04, 0.00
10:42:49.279, 27.74, 27.69, 0.05, 0.00, 151, 0, -0.00, 0.00
10:42:49.279, 27.74, 27.69, 0.05, 0.00, 151, 0, -0.00, 0.00
10:42:49.279, 27.74, 27.69, 0.05, 0.00, 151, 0, -0.00, 0.00
10:42:49.279, 27.74, 27.69, 0.05, 0.00, 151, 0, -0.00, 0.00
10:42:56.429, 27.74, 27.69, 0.05, 0.00, 151, 0, 0.04, 0.00
10:42:56.429, 27.74, 27.69, 0.05, 0.00, 151, 0, 0.04, 0.00
10:42:56.429, 27.74, 27.69, 0.05, 0.00, 151, 0, -0.00, 0.00
10:42:56.429, 27.74, 27.69, 0.05, 0.00, 151, 0, 0.04, 0.00
10:42:56.429, 27.74, 27.69, 0.05, 0.00, 151, 0, -0.00, 0.00
10:42:56.429, 27.74, 27.69, 0.05, 0.00, 151, 0, -0.00, 0.00
10:42:56.429, 27.74, 27.69, 0.05, 0.00, 151, 0, -0.00, 0.00
10:42:57.802, 27.74, 27.69, 0.05, 0.00, 151, 0, -0.00, 0.00
10:43:03.225, 27.74, 27.69, 0.05, 0.00, 151, 0, -0.00, 0.00
10:43:03.225, 27.65, 27.69, -0.04, -0.09, 150, 0, 0.04, 0.00
10:43:03.225, 27.65, 27.69, -0.04, 0.00, 151, 0, -0.00, 0.00
10:43:03.225, 27.65, 27.69, -0.04, 0.00, 151, 0, -0.00, 0.00
10:43:03.225, 27.65, 27.69, -0.04, 0.00, 151, 0, -0.00, 0.00
10:43:03.225, 27.65, 27.69, -0.04, 0.00, 151, 0, 0.04, 0.00
10:43:07.489, 27.65, 27.69, -0.04, 0.00, 151, 0, 0.04, 0.00
10:43:07.489, 27.65, 27.69, -0.04, 0.00, 151, 0, -0.00, 0.00
10:43:07.489, 27.65, 27.69, -0.04, 0.00, 151, 0, -0.00, 0.00
10:43:07.489, 27.65, 27.69, -0.04, 0.00, 151, 0, 0.04, 0.00
10:43:09.833, 27.65, 27.69, -0.04, 0.00, 151, 0, 0.04, 0.00
10:43:09.833, 27.65, 27.69, -0.04, 0.00, 151, 0, -0.00, 0.00
10:43:19.862, 27.65, 27.69, -0.04, 0.00, 151, 0, -0.00, 0.00
10:43:19.862, 27.65, 27.69, -0.04, 0.00, 151, 0, -0.00, 0.00
10:43:19.862, 27.65, 27.69, -0.04, 0.00, 151, 0, 0.04, 0.00
10:43:19.862, 27.65, 27.69, -0.04, 0.00, 151, 0, -0.00, 0.00
10:43:19.862, 27.65, 27.69, -0.04, 0.00, 151, 0, 0.04, 0.00
10:43:19.862, 27.65, 27.69, -0.04, 0.00, 151, 0, -0.00, 0.00
10:43:19.862, 27.56, 27.69, -0.13, -0.09, 147, 0, -0.00, 0.00
10:43:19.862, 27.56, 27.69, -0.13, 0.00, 148, 159, -0.00, -132553.71
10:43:19.862, 27.56, 27.69, -0.13, 0.00, 148, 159, 2.82, 56.47
10:43:19.862, 27.56, 27.69, -0.13, 0.00, 148, 159, 2.06, 77.01
10:43:29.785, 27.56, 27.69, -0.13, 0.00, 148, 159, 2.33, 68.31
10:43:29.785, 27.56, 27.69, -0.13, 0.00, 148, 159, 2.82, 56.47
10:43:29.785, 27.56, 27.69, -0.13, 0.00, 148, 159, 2.67, 59.65
10:43:29.785, 27.56, 27.69, -0.13, 0.00, 148, 159, 2.03, 78.44
10:43:29.785, 27.56, 27.69, -0.13, 0.00, 148, 159, 1.31, 121.06
10:43:29.785, 27.56, 27.69, -0.13, 0.00, 148, 159, 1.54, 103.33
10:43:29.785, 27.56, 27.69, -0.13, 0.00, 148, 159, 1.28, 124.62
10:43:29.785, 27.56, 27.69, -0.13, 0.00, 148, 159, 1.50, 105.91
10:43:29.785, 27.47, 27.69, -0.22, -0.09, 144, 0, 1.76, 0.00
10:43:29.785, 27.56, 27.69, -0.13, 0.09, 149, 57, 0.11, 511.30
10:43:30.725, 27.47, 27.69, -0.22, -0.09, 144, 0, 0.26, 0.00
10:43:31.729, 27.56, 27.69, -0.13, 0.09, 149, 57, -0.00, -47519.26
10:43:32.777, 27.56, 27.69, -0.13, 0.00, 148, 159, 0.45, 353.71
10:43:33.796, 27.56, 27.69, -0.13, 0.00, 148, 159, 2.78, 57.23
10:43:34.798, 27.56, 27.69, -0.13, 0.00, 148, 159, 2.82, 56.47
10:43:35.845, 27.56, 27.69, -0.13, 0.00, 148, 159, 1.58, 100.87
10:43:36.869, 27.56, 27.69, -0.13, 0.00, 148, 159, 1.80, 88.25
10:43:37.875, 27.65, 27.69, -0.04, 0.09, 152, 65, 2.67, 24.39
10:43:38.904, 27.65, 27.69, -0.04, 0.00, 151, 0, 1.24, 0.00
10:43:39.939, 27.74, 27.69, 0.05, 0.09, 152, 65, -0.00, -54188.63
10:43:40.949, 27.74, 27.69, 0.05, 0.00, 151, 0, 1.05, 0.00
10:43:41.961, 27.74, 27.69, 0.05, 0.00, 151, 0, 0.04, 0.00
10:43:43.001, 27.74, 27.69, 0.05, 0.00, 151, 0, -0.00, 0.00
10:43:44.010, 27.83, 27.69, 0.14, 0.09, 155, 0, 0.04, 0.00
10:43:45.050, 27.83, 27.69, 0.14, 0.00, 154, 0, -0.00, 0.00
10:43:46.062, 27.83, 27.69, 0.14, 0.00, 154, 0, -0.00, 0.00
10:43:47.071, 27.92, 27.69, 0.23, 0.09, 158, 0, -0.00, 0.00
10:43:48.104, 27.92, 27.69, 0.23, 0.00, 157, 0, -0.00, 0.00
10:43:49.148, 27.92, 27.69, 0.23, 0.00, 157, 0, -0.00, 0.00
10:43:50.162, 27.92, 27.69, 0.23, 0.00, 157, 0, 0.04, 0.00
10:43:51.168, 27.92, 27.69, 0.23, 0.00, 157, 0, -0.00, 0.00
10:43:52.212, 27.92, 27.69, 0.23, 0.00, 157, 0, -0.00, 0.00
10:43:53.226, 28.01, 27.69, 0.32, 0.09, 161, 0, -0.00, 0.00
10:43:54.239, 28.01, 27.69, 0.32, 0.00, 160, 0, -0.00, 0.00
10:43:55.264, 28.01, 27.69, 0.32, 0.00, 160, 0, -0.00, 0.00
10:43:56.276, 28.01, 27.69, 0.32, 0.00, 160, 0, -0.00, 0.00
10:43:57.325, 28.01, 27.69, 0.32, 0.00, 160, 0, -0.00, 0.00
10:43:58.335, 28.01, 27.69, 0.32, 0.00, 160, 0, 0.04, 0.00
10:43:59.350, 28.01, 27.69, 0.32, 0.00, 160, 0, -0.00, 0.00
10:44:00.374, 28.01, 27.69, 0.32, 0.00, 160, 0, -0.00, 0.00
10:44:01.410, 28.01, 27.69, 0.32, 0.00, 160, 0, -0.00, 0.00
10:44:02.417, 28.01, 27.69, 0.32, 0.00, 160, 0, -0.00, 0.00
10:44:03.459, 28.01, 27.69, 0.32, 0.00, 160, 0, -0.00, 0.00
10:44:04.469, 28.01, 27.69, 0.32, 0.00, 160, 0, -0.00, 0.00
10:44:05.510, 28.01, 27.69, 0.32, 0.00, 160, 0, -0.00, 0.00
10:44:06.526, 28.01, 27.69, 0.32, 0.00, 160, 0, -0.00, 0.00
10:44:07.567, 28.01, 27.69, 0.32, 0.00, 160, 0, -0.00, 0.00
10:44:08.583, 28.01, 27.69, 0.32, 0.00, 160, 0, -0.00, 0.00
10:44:09.587, 28.01, 27.69, 0.32, 0.00, 160, 0, -0.00, 0.00
10:44:10.604, 28.01, 27.69, 0.32, 0.00, 160, 0, 0.04, 0.00
10:44:11.625, 28.01, 27.69, 0.32, 0.00, 160, 0, -0.00, 0.00
10:44:12.676, 28.01, 27.69, 0.32, 0.00, 160, 0, -0.00, 0.00
10:44:13.694, 28.01, 27.69, 0.32, 0.00, 160, 0, -0.00, 0.00
10:44:14.710, 28.01, 27.69, 0.32, 0.00, 160, 0, 0.04, 0.00
10:44:15.747, 28.01, 27.69, 0.32, 0.00, 160, 0, -0.00, 0.00
10:44:16.750, 27.92, 27.69, 0.23, -0.09, 156, 0, 0.04, 0.00
10:44:17.776, 28.01, 27.69, 0.32, 0.09, 161, 0, -0.00, 0.00
10:44:18.802, 27.92, 27.69, 0.23, -0.09, 156, 0, 0.04, 0.00
10:44:19.826, 27.92, 27.69, 0.23, 0.00, 157, 0, -0.00, 0.00
10:44:20.831, 27.92, 27.69, 0.23, 0.00, 157, 0, -0.00, 0.00
10:44:21.887, 27.92, 27.69, 0.23, 0.00, 157, 0, -0.00, 0.00
10:44:22.893, 27.92, 27.69, 0.23, 0.00, 157, 0, -0.00, 0.00
10:44:23.910, 27.92, 27.69, 0.23, 0.00, 157, 0, -0.00, 0.00
10:44:24.959, 27.92, 27.69, 0.23, 0.00, 157, 0, -0.00, 0.00
10:44:25.963, 27.92, 27.69, 0.23, 0.00, 157, 0, 0.04, 0.00
10:44:26.987, 27.92, 27.69, 0.23, 0.00, 157, 0, -0.00, 0.00
10:44:28.009, 27.92, 27.69, 0.23, 0.00, 157, 0, -0.00, 0.00
10:44:29.052, 27.92, 27.69, 0.23, 0.00, 157, 0, -0.00, 0.00
10:44:30.059, 27.92, 27.69, 0.23, 0.00, 157, 0, -0.00, 0.00
10:44:31.068, 27.92, 27.69, 0.23, 0.00, 157, 0, -0.00, 0.00
10:44:32.115, 27.92, 27.69, 0.23, 0.00, 157, 0, -0.00, 0.00
10:44:33.145, 27.92, 27.69, 0.23, 0.00, 157, 0, -0.00, 0.00
10:44:34.145, 27.92, 27.69, 0.23, 0.00, 157, 0, -0.00, 0.00
10:44:35.161, 27.92, 27.69, 0.23, 0.00, 157, 0, -0.00, 0.00
10:44:36.187, 27.92, 27.69, 0.23, 0.00, 157, 0, -0.00, 0.00
10:44:37.220, 27.92, 27.69, 0.23, 0.00, 157, 0, 0.04, 0.00
10:44:38.242, 27.92, 27.69, 0.23, 0.00, 157, 0, -0.00, 0.00
10:44:39.252, 27.92, 27.69, 0.23, 0.00, 157, 0, -0.00, 0.00
10:44:40.306, 27.92, 27.69, 0.23, 0.00, 157, 0, -0.00, 0.00
10:44:41.330, 27.92, 27.69, 0.23, 0.00, 157, 0, -0.00, 0.00
10:44:42.342, 27.83, 27.69, 0.14, -0.09, 153, 0, 0.04, 0.00
10:44:43.352, 27.83, 27.69, 0.14, 0.00, 154, 0, -0.00, 0.00
10:44:44.375, 27.83, 27.69, 0.14, 0.00, 154, 0, 0.04, 0.00
10:44:45.391, 27.83, 27.69, 0.14, 0.00, 154, 0, -0.00, 0.00
10:44:46.441, 27.83, 27.69, 0.14, 0.00, 154, 0, -0.00, 0.00
10:44:47.460, 27.83, 27.69, 0.14, 0.00, 154, 0, 0.04, 0.00
10:44:48.462, 27.83, 27.69, 0.14, 0.00, 154, 0, -0.00, 0.00
10:44:49.509, 27.83, 27.69, 0.14, 0.00, 154, 0, -0.00, 0.00
10:44:50.541, 27.83, 27.69, 0.14, 0.00, 154, 0, -0.00, 0.00
10:44:51.553, 27.83, 27.69, 0.14, 0.00, 154, 0, -0.00, 0.00
10:44:52.583, 27.83, 27.69, 0.14, 0.00, 154, 0, 0.04, 0.00
10:44:53.587, 27.83, 27.69, 0.14, 0.00, 154, 0, -0.00, 0.00
10:44:54.630, 27.83, 27.69, 0.14, 0.00, 154, 0, -0.00, 0.00
10:44:55.651, 27.83, 27.69, 0.14, 0.00, 154, 0, -0.00, 0.00
10:44:56.655, 27.83, 27.69, 0.14, 0.00, 154, 0, 0.04, 0.00
10:44:57.694, 27.83, 27.69, 0.14, 0.00, 154, 0, -0.00, 0.00
10:44:58.697, 27.83, 27.69, 0.14, 0.00, 154, 0, -0.00, 0.00
10:44:59.738, 27.83, 27.69, 0.14, 0.00, 154, 0, -0.00, 0.00
10:45:00.758, 27.83, 27.69, 0.14, 0.00, 154, 0, -0.00, 0.00
10:45:01.761, 27.83, 27.69, 0.14, 0.00, 154, 0, -0.00, 0.00
10:45:02.805, 27.83, 27.69, 0.14, 0.00, 154, 0, -0.00, 0.00
10:45:03.819, 27.83, 27.69, 0.14, 0.00, 154, 0, -0.00, 0.00
10:45:04.831, 27.83, 27.69, 0.14, 0.00, 154, 0, -0.00, 0.00
10:45:05.878, 27.83, 27.69, 0.14, 0.00, 154, 0, -0.00, 0.00
10:45:06.900, 27.83, 27.69, 0.14, 0.00, 154, 0, -0.00, 0.00
10:45:07.910, 27.74, 27.69, 0.05, -0.09, 150, 0, -0.00, 0.00
10:45:08.956, 27.83, 27.69, 0.14, 0.09, 155, 0, -0.00, 0.00
10:45:09.950, 27.83, 27.69, 0.14, 0.00, 154, 0, 0.04, 0.00
10:45:10.970, 27.74, 27.69, 0.05, -0.09, 150, 0, 0.04, 0.00
10:45:11.991, 27.74, 27.69, 0.05, 0.00, 151, 0, 0.04, 0.00
10:45:13.025, 27.74, 27.69, 0.05, 0.00, 151, 0, -0.00, 0.00
10:45:14.058, 27.74, 27.69, 0.05, 0.00, 151, 0, -0.00, 0.00
10:45:15.083, 27.74, 27.69, 0.05, 0.00, 151, 0, -0.00, 0.00
10:45:16.105, 27.74, 27.69, 0.05, 0.00, 151, 0, -0.00, 0.00
10:45:17.109, 27.74, 27.69, 0.05, 0.00, 151, 0, -0.00, 0.00
10:45:18.164, 27.74, 27.69, 0.05, 0.00, 151, 0, -0.00, 0.00
10:45:19.175, 27.74, 27.69, 0.05, 0.00, 151, 0, 0.04, 0.00
10:45:20.208, 27.74, 27.69, 0.05, 0.00, 151, 0, -0.00, 0.00
10:45:21.227, 27.74, 27.69, 0.05, 0.00, 151, 0, -0.00, 0.00
10:45:22.247, 27.74, 27.69, 0.05, 0.00, 151, 0, -0.00, 0.00
10:45:23.253, 27.74, 27.69, 0.05, 0.00, 151, 0, -0.00, 0.00
10:45:24.282, 27.74, 27.69, 0.05, 0.00, 151, 0, -0.00, 0.00
10:45:25.320, 27.74, 27.69, 0.05, 0.00, 151, 0, -0.00, 0.00
10:45:26.336, 27.74, 27.69, 0.05, 0.00, 151, 0, 0.04, 0.00
10:45:27.344, 27.74, 27.69, 0.05, 0.00, 151, 0, -0.00, 0.00
10:45:28.392, 27.74, 27.69, 0.05, 0.00, 151, 0, 0.04, 0.00
10:45:29.393, 27.74, 27.69, 0.05, 0.00, 151, 0, -0.00, 0.00
10:45:30.440, 27.74, 27.69, 0.05, 0.00, 151, 0, -0.00, 0.00
10:45:31.492, 27.74, 27.69, 0.05, 0.00, 151, 0, -0.00, 0.00
10:45:32.459, 27.74, 27.69, 0.05, 0.00, 151, 0, 0.04, 0.00
10:45:33.491, 27.74, 27.69, 0.05, 0.00, 151, 0, -0.00, 0.00
10:45:34.504, 27.74, 27.69, 0.05, 0.00, 151, 0, -0.00, 0.00
10:45:35.543, 27.74, 27.69, 0.05, 0.00, 151, 0, -0.00, 0.00
10:45:36.559, 27.65, 27.69, -0.04, -0.09, 150, 0, -0.00, 0.00
10:45:37.577, 27.74, 27.69, 0.05, 0.09, 152, 65, 0.15, 436.12
10:45:38.625, 27.65, 27.69, -0.04, -0.09, 150, 0, 1.16, 0.00
10:45:39.632, 27.74, 27.69, 0.05, 0.09, 152, 65, 0.04, 1787.65
10:45:40.642, 27.65, 27.69, -0.04, -0.09, 150, 0, 1.80, 0.00
10:45:41.679, 27.65, 27.69, -0.04, 0.00, 151, 0, 0.04, 0.00
10:45:42.692, 27.65, 27.69, -0.04, 0.00, 151, 0, -0.00, 0.00
10:45:43.711, 27.65, 27.69, -0.04, 0.00, 151, 0, -0.00, 0.00
10:45:44.752, 27.65, 27.69, -0.04, 0.00, 151, 0, 0.04, 0.00
10:45:45.767, 27.65, 27.69, -0.04, 0.00, 151, 0, -0.00, 0.00
10:45:46.778, 27.65, 27.69, -0.04, 0.00, 151, 0, -0.00, 0.00
10:45:47.825, 27.65, 27.69, -0.04, 0.00, 151, 0, -0.00, 0.00
10:45:48.853, 27.65, 27.69, -0.04, 0.00, 151, 0, -0.00, 0.00
10:45:49.875, 27.65, 27.69, -0.04, 0.00, 151, 0, -0.00, 0.00
10:45:50.900, 27.65, 27.69, -0.04, 0.00, 151, 0, -0.00, 0.00
10:45:51.909, 27.65, 27.69, -0.04, 0.00, 151, 0, 0.04, 0.00
10:45:52.949, 27.65, 27.69, -0.04, 0.00, 151, 0, -0.00, 0.00
10:45:53.947, 27.65, 27.69, -0.04, 0.00, 151, 0, -0.00, 0.00
10:45:54.973, 27.65, 27.69, -0.04, 0.00, 151, 0, 0.04, 0.00
10:45:56.005, 27.65, 27.69, -0.04, 0.00, 151, 0, 0.04, 0.00
10:45:57.025, 27.65, 27.69, -0.04, 0.00, 151, 0, 0.04, 0.00
10:45:58.059, 27.65, 27.69, -0.04, 0.00, 151, 0, -0.00, 0.00
10:45:59.081, 27.65, 27.69, -0.04, 0.00, 151, 0, -0.00, 0.00
10:46:00.102, 27.65, 27.69, -0.04, 0.00, 151, 0, -0.00, 0.00
10:46:01.125, 27.65, 27.69, -0.04, 0.00, 151, 0, -0.00, 0.00
10:46:02.128, 27.65, 27.69, -0.04, 0.00, 151, 0, -0.00, 0.00
10:46:03.174, 27.65, 27.69, -0.04, 0.00, 151, 0, -0.00, 0.00
10:46:04.178, 27.65, 27.69, -0.04, 0.00, 151, 0, -0.00, 0.00
10:46:05.209, 27.65, 27.69, -0.04, 0.00, 151, 0, -0.00, 0.00
10:46:06.223, 27.65, 27.69, -0.04, 0.00, 151, 0, -0.00, 0.00
10:46:07.248, 27.65, 27.69, -0.04, 0.00, 151, 0, -0.00, 0.00
10:46:08.294, 27.65, 27.69, -0.04, 0.00, 151, 0, 0.04, 0.00
10:46:09.309, 27.65, 27.69, -0.04, 0.00, 151, 0, -0.00, 0.00
10:46:10.325, 27.56, 27.69, -0.13, -0.09, 147, 0, -0.00, 0.00
10:46:11.343, 27.65, 27.69, -0.04, 0.09, 152, 65, -0.00, -54188.63
10:46:12.391, 27.56, 27.69, -0.13, -0.09, 147, 0, 0.41, 0.00
10:46:13.408, 27.56, 27.69, -0.13, 0.00, 148, 159, -0.00, -132553.71
10:46:14.416, 27.56, 27.69, -0.13, 0.00, 148, 159, 3.08, 51.64
10:46:15.442, 27.56, 27.69, -0.13, 0.00, 148, 159, 2.93, 54.29
10:46:16.459, 27.56, 27.69, -0.13, 0.00, 148, 159, 3.04, 52.28
10:46:17.491, 27.56, 27.69, -0.13, 0.00, 148, 159, 2.40, 66.18
10:46:18.507, 27.56, 27.69, -0.13, 0.00, 148, 159, 1.43, 111.49
10:46:19.551, 27.56, 27.69, -0.13, 0.00, 148, 159, 2.18, 73.03
10:46:20.566, 27.56, 27.69, -0.13, 0.00, 148, 159, 3.08, 51.64
10:46:21.570, 27.56, 27.69, -0.13, 0.00, 148, 159, 2.14, 74.31
10:46:22.602, 27.56, 27.69, -0.13, 0.00, 148, 159, 1.65, 96.28
10:46:23.627, 27.56, 27.69, -0.13, 0.00, 148, 159, 1.69, 94.14
10:46:24.667, 27.56, 27.69, -0.13, 0.00, 148, 159, 3.08, 51.64
10:46:25.679, 27.56, 27.69, -0.13, 0.00, 148, 159, 3.12, 51.02
10:46:26.695, 27.56, 27.69, -0.13, 0.00, 148, 159, 2.70, 58.82
10:46:27.718, 27.56, 27.69, -0.13, 0.00, 148, 159, 1.88, 84.72
10:46:28.735, 27.56, 27.69, -0.13, 0.00, 148, 159, 1.69, 94.14
10:46:29.763, 27.56, 27.69, -0.13, 0.00, 148, 159, 3.12, 51.02
10:46:30.785, 27.56, 27.69, -0.13, 0.00, 148, 159, 3.12, 51.02
10:46:31.802, 27.65, 27.69, -0.04, 0.09, 152, 65, 2.89, 22.48
10:46:32.848, 27.65, 27.69, -0.04, 0.00, 151, 0, 1.01, 0.00
10:46:33.862, 27.74, 27.69, 0.05, 0.09, 152, 65, 0.15, 436.12
10:46:34.883, 27.74, 27.69, 0.05, 0.00, 151, 0, 0.79, 0.00
10:46:35.898, 27.74, 27.69, 0.05, 0.00, 151, 0, -0.00, 0.00
10:46:36.940, 27.83, 27.69, 0.14, 0.09, 155, 0, 0.04, 0.00
10:46:37.959, 27.83, 27.69, 0.14, 0.00, 154, 0, -0.00, 0.00
10:46:38.976, 27.92, 27.69, 0.23, 0.09, 158, 0, -0.00, 0.00
10:46:40.016, 27.92, 27.69, 0.23, 0.00, 157, 0, -0.00, 0.00
10:46:41.008, 27.92, 27.69, 0.23, 0.00, 157, 0, 0.04, 0.00
10:46:42.065, 28.01, 27.69, 0.32, 0.09, 161, 0, 0.04, 0.00
10:46:43.084, 28.01, 27.69, 0.32, 0.00, 160, 0, 0.04, 0.00
10:46:44.091, 28.01, 27.69, 0.32, 0.00, 160, 0, -0.00, 0.00
10:46:45.127, 28.01, 27.69, 0.32, 0.00, 160, 0, -0.00, 0.00
10:46:46.144, 28.01, 27.69, 0.32, 0.00, 160, 0, 0.04, 0.00
10:46:47.169, 28.10, 27.69, 0.41, 0.09, 164, 1, -0.00, -833.67
10:46:48.178, 28.10, 27.69, 0.41, 0.00, 163, 1, 0.15, 6.71
10:46:49.214, 28.10, 27.69, 0.41, 0.00, 163, 1, 0.15, 6.71
10:46:50.235, 28.10, 27.69, 0.41, 0.00, 163, 1, 0.04, 27.50
10:46:51.257, 28.10, 27.69, 0.41, 0.00, 163, 1, 0.04, 27.50
10:46:52.263, 28.10, 27.69, 0.41, 0.00, 163, 1, 0.04, 27.50
