// action matrix for training simulation 11_20200820-093404
const unsigned char q_actions[174] = {0, 254, 234, 0, 227, 246, 0, 252, 252, 0, 227, 250, 0, 252, 231, 0, 238, 238, 0, 234, 234, 0, 237, 237, 0, 230, 230, 0, 234, 234, 0, 91, 243, 0, 39, 39, 0, 86, 86, 0, 187, 54, 0, 225, 239, 0, 235, 240, 0, 203, 66, 0, 145, 39, 0, 193, 192, 0, 53, 125, 0, 96, 183, 0, 15, 240, 0, 116, 92, 0, 160, 196, 0, 214, 55, 0, 109, 119, 0, 29, 14, 0, 98, 152, 0, 63, 31, 0, 224, 148, 0, 170, 206, 0, 198, 254, 0, 249, 252, 0, 201, 190, 0, 166, 155, 0, 115, 108, 0, 122, 30, 0, 245, 66, 0, 14, 42, 0, 239, 175, 0, 37, 199, 0, 0, 147, 0, 151, 144, 0, 181, 203, 0, 18, 5, 0, 116, 174, 0, 10, 160, 0, 29, 159, 0, 159, 214, 0, 159, 57, 0, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1};


Timestamp, Temperature (ºC), Setpoint, Error, Delta_T, State, PWM output, Current, PWM / Current
10:36:31.221, 28.84, 27.69, 1.15, 0.00, 184, 0, -0.00, 0.00
10:36:32.238, 28.84, 27.69, 1.15, 0.00, 184, 0, -0.00, 0.00
10:36:33.251, 28.93, 27.69, 1.24, 0.09, 188, 0, -0.00, 0.00
10:36:34.274, 28.93, 27.69, 1.24, 0.00, 187, 0, 0.04, 0.00
10:36:35.318, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:36:36.326, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:36:37.345, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:36:38.382, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:36:39.391, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:36:40.430, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:36:41.417, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:36:42.460, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:36:43.486, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:36:44.490, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:36:45.529, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:36:46.539, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:36:47.560, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:36:48.583, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:36:49.601, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:36:50.638, 28.93, 27.69, 1.24, 0.00, 187, 0, 0.04, 0.00
10:36:51.668, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:36:52.685, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:36:53.716, 28.93, 27.69, 1.24, 0.00, 187, 0, 0.04, 0.00
10:36:54.726, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:36:55.761, 28.93, 27.69, 1.24, 0.00, 187, 0, 0.04, 0.00
10:36:56.793, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:36:57.810, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:36:58.835, 28.93, 27.69, 1.24, 0.00, 187, 0, 0.04, 0.00
10:36:59.848, 28.93, 27.69, 1.24, 0.00, 187, 0, 0.04, 0.00
10:37:00.884, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:37:01.902, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:37:02.933, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:37:03.936, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:37:04.975, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:37:06.011, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:37:07.001, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:37:08.044, 28.93, 27.69, 1.24, 0.00, 187, 0, 0.04, 0.00
10:37:09.060, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:37:10.091, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:37:11.120, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:37:12.124, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:37:13.159, 28.93, 27.69, 1.24, 0.00, 187, 0, 0.04, 0.00
10:37:14.169, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:37:15.216, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:37:16.237, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:37:17.231, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:37:18.285, 28.93, 27.69, 1.24, 0.00, 187, 0, 0.04, 0.00
10:37:19.284, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:37:20.322, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:37:21.353, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:37:22.345, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:37:23.392, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:37:24.422, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:37:25.453, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:37:26.461, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:37:27.481, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:37:28.521, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:37:29.530, 28.93, 27.69, 1.24, 0.00, 187, 0, 0.04, 0.00
10:37:30.561, 28.93, 27.69, 1.24, 0.00, 187, 0, 0.04, 0.00
10:37:31.565, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:37:32.585, 28.93, 27.69, 1.24, 0.00, 187, 0, 0.04, 0.00
10:37:33.598, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:37:34.631, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:37:35.679, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:37:36.698, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:37:37.701, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:37:38.738, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:37:39.758, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:37:40.765, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:37:41.787, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:37:42.805, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:37:43.846, 29.02, 27.69, 1.33, 0.09, 191, 0, 0.04, 0.00
10:37:44.870, 29.02, 27.69, 1.33, 0.00, 190, 0, -0.00, 0.00
10:37:45.898, 28.93, 27.69, 1.24, -0.09, 186, 0, -0.00, 0.00
10:37:46.906, 28.93, 27.69, 1.24, 0.00, 187, 0, 0.04, 0.00
10:37:47.933, 28.93, 27.69, 1.24, 0.00, 187, 0, 0.04, 0.00
10:37:48.970, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:37:49.974, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:37:50.999, 28.93, 27.69, 1.24, 0.00, 187, 0, 0.04, 0.00
10:37:52.026, 28.93, 27.69, 1.24, 0.00, 187, 0, 0.04, 0.00
10:37:53.062, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:37:54.078, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:37:55.103, 28.93, 27.69, 1.24, 0.00, 187, 0, 0.04, 0.00
10:37:56.119, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:37:57.145, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:37:58.179, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:37:59.187, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:38:00.211, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:38:01.223, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:38:02.263, 28.93, 27.69, 1.24, 0.00, 187, 0, 0.04, 0.00
10:38:03.299, 28.93, 27.69, 1.24, 0.00, 187, 0, 0.04, 0.00
10:38:04.331, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:38:05.339, 28.93, 27.69, 1.24, 0.00, 187, 0, 0.04, 0.00
10:38:06.368, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:38:07.367, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:38:08.420, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:38:09.411, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:38:10.439, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:38:11.480, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:38:12.487, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:38:13.540, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:38:14.532, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:38:15.551, 28.93, 27.69, 1.24, 0.00, 187, 0, 0.04, 0.00
10:38:16.604, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:38:17.604, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:38:18.636, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:38:19.657, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:38:20.692, 28.93, 27.69, 1.24, 0.00, 187, 0, 0.04, 0.00
10:38:21.697, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:38:22.741, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:38:23.754, 28.93, 27.69, 1.24, 0.00, 187, 0, 0.04, 0.00
10:38:24.784, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:38:25.805, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:38:26.808, 28.93, 27.69, 1.24, 0.00, 187, 0, 0.04, 0.00
10:38:27.856, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:38:28.852, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:38:29.897, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:38:30.930, 28.93, 27.69, 1.24, 0.00, 187, 0, 0.04, 0.00
10:38:31.941, 28.93, 27.69, 1.24, 0.00, 187, 0, 0.04, 0.00
10:38:32.960, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:38:33.969, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:38:35.009, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:38:36.013, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:38:37.057, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:38:38.081, 28.93, 27.69, 1.24, 0.00, 187, 0, 0.04, 0.00
10:38:39.106, 28.93, 27.69, 1.24, 0.00, 187, 0, -0.00, 0.00
10:38:40.139, 28.84, 27.69, 1.15, -0.09, 183, 0, -0.00, 0.00
10:38:41.141, 28.93, 27.69, 1.24, 0.09, 188, 0, -0.00, 0.00
10:38:42.186, 28.84, 27.69, 1.15, -0.09, 183, 0, -0.00, 0.00
10:38:43.179, 28.84, 27.69, 1.15, 0.00, 184, 0, -0.00, 0.00
10:38:44.204, 28.84, 27.69, 1.15, 0.00, 184, 0, -0.00, 0.00
10:38:45.235, 28.84, 27.69, 1.15, 0.00, 184, 0, -0.00, 0.00
10:38:46.280, 28.84, 27.69, 1.15, 0.00, 184, 0, -0.00, 0.00
10:38:47.270, 28.84, 27.69, 1.15, 0.00, 184, 0, -0.00, 0.00
10:38:48.300, 28.84, 27.69, 1.15, 0.00, 184, 0, -0.00, 0.00
10:38:49.322, 28.84, 27.69, 1.15, 0.00, 184, 0, -0.00, 0.00
10:38:50.356, 28.84, 27.69, 1.15, 0.00, 184, 0, -0.00, 0.00
10:38:51.399, 28.84, 27.69, 1.15, 0.00, 184, 0, -0.00, 0.00
10:38:52.390, 28.84, 27.69, 1.15, 0.00, 184, 0, 0.04, 0.00
10:38:53.446, 28.84, 27.69, 1.15, 0.00, 184, 0, -0.00, 0.00
10:38:54.456, 28.84, 27.69, 1.15, 0.00, 184, 0, 0.04, 0.00
10:38:55.467, 28.84, 27.69, 1.15, 0.00, 184, 0, -0.00, 0.00
10:38:56.478, 28.84, 27.69, 1.15, 0.00, 184, 0, -0.00, 0.00
10:38:57.521, 28.84, 27.69, 1.15, 0.00, 184, 0, -0.00, 0.00
10:38:58.538, 28.84, 27.69, 1.15, 0.00, 184, 0, 0.04, 0.00
10:38:59.560, 28.84, 27.69, 1.15, 0.00, 184, 0, 0.04, 0.00
10:39:00.589, 28.84, 27.69, 1.15, 0.00, 184, 0, -0.00, 0.00
10:39:01.595, 28.84, 27.69, 1.15, 0.00, 184, 0, -0.00, 0.00
10:39:02.620, 28.84, 27.69, 1.15, 0.00, 184, 0, 0.04, 0.00
10:39:03.644, 28.84, 27.69, 1.15, 0.00, 184, 0, 0.04, 0.00
10:39:04.693, 28.84, 27.69, 1.15, 0.00, 184, 0, -0.00, 0.00
10:39:05.695, 28.84, 27.69, 1.15, 0.00, 184, 0, -0.00, 0.00
10:39:06.712, 28.84, 27.69, 1.15, 0.00, 184, 0, -0.00, 0.00
10:39:07.758, 28.84, 27.69, 1.15, 0.00, 184, 0, -0.00, 0.00
10:39:08.780, 28.75, 27.69, 1.06, -0.09, 183, 0, 0.04, 0.00
10:39:09.783, 28.84, 27.69, 1.15, 0.09, 185, 0, -0.00, 0.00
10:39:10.811, 28.84, 27.69, 1.15, 0.00, 184, 0, -0.00, 0.00
10:39:11.829, 28.75, 27.69, 1.06, -0.09, 183, 0, -0.00, 0.00
10:39:12.866, 28.75, 27.69, 1.06, 0.00, 184, 0, 0.04, 0.00
10:39:13.884, 28.75, 27.69, 1.06, 0.00, 184, 0, -0.00, 0.00
10:39:14.920, 28.75, 27.69, 1.06, 0.00, 184, 0, 0.04, 0.00
10:39:15.951, 28.75, 27.69, 1.06, 0.00, 184, 0, -0.00, 0.00
10:39:16.968, 28.75, 27.69, 1.06, 0.00, 184, 0, -0.00, 0.00
10:39:17.964, 28.75, 27.69, 1.06, 0.00, 184, 0, -0.00, 0.00
10:39:19.008, 28.75, 27.69, 1.06, 0.00, 184, 0, -0.00, 0.00
10:39:20.024, 28.75, 27.69, 1.06, 0.00, 184, 0, 0.04, 0.00
10:39:21.052, 28.75, 27.69, 1.06, 0.00, 184, 0, 0.04, 0.00
10:39:22.088, 28.75, 27.69, 1.06, 0.00, 184, 0, 0.04, 0.00
10:39:23.077, 28.75, 27.69, 1.06, 0.00, 184, 0, -0.00, 0.00
10:39:24.121, 28.75, 27.69, 1.06, 0.00, 184, 0, -0.00, 0.00
10:39:25.135, 28.75, 27.69, 1.06, 0.00, 184, 0, -0.00, 0.00
10:39:26.188, 28.75, 27.69, 1.06, 0.00, 184, 0, -0.00, 0.00
10:39:27.196, 28.75, 27.69, 1.06, 0.00, 184, 0, -0.00, 0.00
10:39:28.224, 28.75, 27.69, 1.06, 0.00, 184, 0, -0.00, 0.00
10:39:29.224, 28.75, 27.69, 1.06, 0.00, 184, 0, -0.00, 0.00
10:39:30.263, 28.75, 27.69, 1.06, 0.00, 184, 0, -0.00, 0.00
10:39:31.268, 28.75, 27.69, 1.06, 0.00, 184, 0, -0.00, 0.00
10:39:32.321, 28.75, 27.69, 1.06, 0.00, 184, 0, -0.00, 0.00
10:39:33.334, 28.75, 27.69, 1.06, 0.00, 184, 0, -0.00, 0.00
10:39:34.339, 28.75, 27.69, 1.06, 0.00, 184, 0, -0.00, 0.00
10:39:35.371, 28.75, 27.69, 1.06, 0.00, 184, 0, -0.00, 0.00
10:39:36.422, 28.65, 27.69, 0.96, -0.09, 180, 0, -0.00, 0.00
10:39:37.405, 28.65, 27.69, 0.96, 0.00, 181, 0, 0.04, 0.00
10:39:38.462, 28.75, 27.69, 1.06, 0.09, 185, 0, -0.00, 0.00
10:39:39.473, 28.65, 27.69, 0.96, -0.09, 180, 0, -0.00, 0.00
10:39:40.477, 28.65, 27.69, 0.96, 0.00, 181, 0, -0.00, 0.00
10:39:41.505, 28.65, 27.69, 0.96, 0.00, 181, 0, 0.04, 0.00
10:39:42.531, 28.65, 27.69, 0.96, 0.00, 181, 0, -0.00, 0.00
10:39:43.553, 28.65, 27.69, 0.96, 0.00, 181, 0, -0.00, 0.00
10:39:44.576, 28.65, 27.69, 0.96, 0.00, 181, 0, -0.00, 0.00
10:39:45.603, 28.65, 27.69, 0.96, 0.00, 181, 0, -0.00, 0.00
10:39:46.644, 28.65, 27.69, 0.96, 0.00, 181, 0, -0.00, 0.00
10:39:47.646, 28.65, 27.69, 0.96, 0.00, 181, 0, 0.04, 0.00
10:39:48.688, 28.65, 27.69, 0.96, 0.00, 181, 0, -0.00, 0.00
10:39:49.693, 28.65, 27.69, 0.96, 0.00, 181, 0, -0.00, 0.00
10:39:50.714, 28.65, 27.69, 0.96, 0.00, 181, 0, -0.00, 0.00
10:39:51.753, 28.65, 27.69, 0.96, 0.00, 181, 0, 0.04, 0.00
10:39:52.775, 28.65, 27.69, 0.96, 0.00, 181, 0, -0.00, 0.00
10:39:53.786, 28.65, 27.69, 0.96, 0.00, 181, 0, -0.00, 0.00
10:39:54.821, 28.65, 27.69, 0.96, 0.00, 181, 0, 0.04, 0.00
10:39:55.829, 28.65, 27.69, 0.96, 0.00, 181, 0, -0.00, 0.00
10:39:56.866, 28.65, 27.69, 0.96, 0.00, 181, 0, -0.00, 0.00
10:39:57.871, 28.65, 27.69, 0.96, 0.00, 181, 0, -0.00, 0.00
10:39:58.913, 28.56, 27.69, 0.87, -0.09, 177, 0, -0.00, 0.00
10:39:59.931, 28.56, 27.69, 0.87, 0.00, 178, 0, -0.00, 0.00
10:40:00.943, 28.56, 27.69, 0.87, 0.00, 178, 0, -0.00, 0.00
10:40:01.982, 28.56, 27.69, 0.87, 0.00, 178, 0, -0.00, 0.00
10:40:03.012, 28.56, 27.69, 0.87, 0.00, 178, 0, -0.00, 0.00
10:40:04.034, 28.56, 27.69, 0.87, 0.00, 178, 0, -0.00, 0.00
10:40:05.057, 28.56, 27.69, 0.87, 0.00, 178, 0, -0.00, 0.00
10:40:06.053, 28.56, 27.69, 0.87, 0.00, 178, 0, -0.00, 0.00
10:40:07.107, 28.56, 27.69, 0.87, 0.00, 178, 0, -0.00, 0.00
10:40:08.109, 28.56, 27.69, 0.87, 0.00, 178, 0, -0.00, 0.00
10:40:09.123, 28.56, 27.69, 0.87, 0.00, 178, 0, -0.00, 0.00
10:40:10.151, 28.56, 27.69, 0.87, 0.00, 178, 0, -0.00, 0.00
10:40:11.184, 28.56, 27.69, 0.87, 0.00, 178, 0, -0.00, 0.00
10:40:12.227, 28.56, 27.69, 0.87, 0.00, 178, 0, -0.00, 0.00
10:40:13.228, 28.56, 27.69, 0.87, 0.00, 178, 0, 0.04, 0.00
10:40:14.254, 28.56, 27.69, 0.87, 0.00, 178, 0, -0.00, 0.00
10:40:15.280, 28.56, 27.69, 0.87, 0.00, 178, 0, -0.00, 0.00
10:40:16.316, 28.56, 27.69, 0.87, 0.00, 178, 0, -0.00, 0.00
10:40:17.336, 28.56, 27.69, 0.87, 0.00, 178, 0, -0.00, 0.00
10:40:18.360, 28.56, 27.69, 0.87, 0.00, 178, 0, -0.00, 0.00
10:40:19.372, 28.47, 27.69, 0.78, -0.09, 174, 0, -0.00, 0.00
10:40:20.418, 28.47, 27.69, 0.78, 0.00, 175, 0, -0.00, 0.00
10:40:21.431, 28.47, 27.69, 0.78, 0.00, 175, 0, -0.00, 0.00
10:40:22.437, 28.47, 27.69, 0.78, 0.00, 175, 0, 0.04, 0.00
10:40:23.452, 28.47, 27.69, 0.78, 0.00, 175, 0, 0.04, 0.00
10:40:24.501, 28.47, 27.69, 0.78, 0.00, 175, 0, -0.00, 0.00
10:40:25.525, 28.47, 27.69, 0.78, 0.00, 175, 0, -0.00, 0.00
10:40:26.549, 28.47, 27.69, 0.78, 0.00, 175, 0, -0.00, 0.00
10:40:27.556, 28.47, 27.69, 0.78, 0.00, 175, 0, -0.00, 0.00
10:40:28.576, 28.47, 27.69, 0.78, 0.00, 175, 0, -0.00, 0.00
10:40:29.623, 28.47, 27.69, 0.78, 0.00, 175, 0, -0.00, 0.00
10:40:30.630, 28.47, 27.69, 0.78, 0.00, 175, 0, -0.00, 0.00
10:40:31.649, 28.47, 27.69, 0.78, 0.00, 175, 0, -0.00, 0.00
10:40:32.670, 28.47, 27.69, 0.78, 0.00, 175, 0, -0.00, 0.00
10:40:33.717, 28.47, 27.69, 0.78, 0.00, 175, 0, 0.04, 0.00
10:40:34.734, 28.47, 27.69, 0.78, 0.00, 175, 0, -0.00, 0.00
10:40:35.740, 28.47, 27.69, 0.78, 0.00, 175, 0, 0.04, 0.00
10:40:36.764, 28.47, 27.69, 0.78, 0.00, 175, 0, -0.00, 0.00
10:40:37.792, 28.38, 27.69, 0.69, -0.09, 171, 1, -0.00, -833.67
10:40:38.809, 28.47, 27.69, 0.78, 0.09, 176, 0, 0.04, 0.00
10:40:39.850, 28.38, 27.69, 0.69, -0.09, 171, 1, -0.00, -833.67
10:40:40.862, 28.38, 27.69, 0.69, 0.00, 172, 1, 0.04, 27.50
10:40:41.895, 28.38, 27.69, 0.69, 0.00, 172, 1, 0.04, 27.50
10:40:42.913, 28.38, 27.69, 0.69, 0.00, 172, 1, 0.04, 27.50
10:40:43.927, 28.38, 27.69, 0.69, 0.00, 172, 1, 0.04, 27.50
10:40:44.941, 28.38, 27.69, 0.69, 0.00, 172, 1, 0.04, 27.50
10:40:45.985, 28.38, 27.69, 0.69, 0.00, 172, 1, 0.07, 13.53
10:40:47.014, 28.38, 27.69, 0.69, 0.00, 172, 1, 0.11, 8.97
10:40:48.005, 28.38, 27.69, 0.69, 0.00, 172, 1, 0.04, 27.50
10:40:49.029, 28.38, 27.69, 0.69, 0.00, 172, 1, 0.04, 27.50
10:40:50.056, 28.38, 27.69, 0.69, 0.00, 172, 1, 0.07, 13.53
10:40:51.083, 28.38, 27.69, 0.69, 0.00, 172, 1, 0.07, 13.53
10:40:52.113, 28.38, 27.69, 0.69, 0.00, 172, 1, 0.07, 13.53
10:40:53.121, 28.38, 27.69, 0.69, 0.00, 172, 1, 0.11, 8.97
10:40:54.165, 28.38, 27.69, 0.69, 0.00, 172, 1, 0.04, 27.50
10:40:55.186, 28.38, 27.69, 0.69, 0.00, 172, 1, 0.04, 27.50
10:40:56.206, 28.38, 27.69, 0.69, 0.00, 172, 1, 0.04, 27.50
10:40:57.219, 28.38, 27.69, 0.69, 0.00, 172, 1, 0.04, 27.50
10:40:58.263, 28.29, 27.69, 0.60, -0.09, 168, 1, 0.04, 27.50
10:40:59.294, 28.29, 27.69, 0.60, 0.00, 169, 1, 0.04, 27.50
10:41:00.287, 28.29, 27.69, 0.60, 0.00, 169, 1, 0.04, 27.50
10:41:01.337, 28.29, 27.69, 0.60, 0.00, 169, 1, 0.04, 27.50
10:41:02.359, 28.29, 27.69, 0.60, 0.00, 169, 1, 0.04, 27.50
10:41:03.361, 28.29, 27.69, 0.60, 0.00, 169, 1, 0.04, 27.50
10:41:04.397, 28.29, 27.69, 0.60, 0.00, 169, 1, 0.07, 13.53
10:41:05.443, 28.29, 27.69, 0.60, 0.00, 169, 1, 0.15, 6.71
10:41:06.451, 28.29, 27.69, 0.60, 0.00, 169, 1, 0.04, 27.50
10:41:07.471, 28.29, 27.69, 0.60, 0.00, 169, 1, 0.04, 27.50
10:41:08.498, 28.29, 27.69, 0.60, 0.00, 169, 1, 0.04, 27.50
10:41:09.503, 28.29, 27.69, 0.60, 0.00, 169, 1, 0.07, 13.53
10:41:10.550, 28.29, 27.69, 0.60, 0.00, 169, 1, 0.07, 13.53
10:41:11.567, 28.29, 27.69, 0.60, 0.00, 169, 1, 0.07, 13.53
10:41:12.589, 28.20, 27.69, 0.50, -0.09, 165, 1, 0.11, 8.97
10:41:13.599, 28.20, 27.69, 0.50, 0.00, 166, 1, 0.19, 5.36
10:41:14.614, 28.20, 27.69, 0.50, 0.00, 166, 1, 0.11, 8.97
10:41:15.635, 28.20, 27.69, 0.50, 0.00, 166, 1, 0.04, 27.50
10:41:16.657, 28.20, 27.69, 0.50, 0.00, 166, 1, 0.04, 27.50
10:41:17.712, 28.20, 27.69, 0.50, 0.00, 166, 1, 0.04, 27.50
10:41:18.732, 28.20, 27.69, 0.50, 0.00, 166, 1, 0.04, 27.50
10:41:19.749, 28.20, 27.69, 0.50, 0.00, 166, 1, 0.04, 27.50
10:41:20.766, 28.20, 27.69, 0.50, 0.00, 166, 1, 0.07, 13.53
10:41:21.804, 28.20, 27.69, 0.50, 0.00, 166, 1, 0.11, 8.97
10:41:22.808, 28.20, 27.69, 0.50, 0.00, 166, 1, -0.00, -833.67
10:41:23.845, 28.20, 27.69, 0.50, 0.00, 166, 1, 0.15, 6.71
10:41:24.864, 28.20, 27.69, 0.50, 0.00, 166, 1, 0.04, 27.50
10:41:25.885, 28.20, 27.69, 0.50, 0.00, 166, 1, 0.04, 27.50
10:41:26.908, 28.20, 27.69, 0.50, 0.00, 166, 1, 0.04, 27.50
10:41:27.915, 28.20, 27.69, 0.50, 0.00, 166, 1, 0.07, 13.53
10:41:28.951, 28.20, 27.69, 0.50, 0.00, 166, 1, 0.04, 27.50
10:41:29.968, 28.10, 27.69, 0.41, -0.09, 162, 0, 0.04, 0.00
10:41:30.984, 28.20, 27.69, 0.50, 0.09, 167, 1, 0.04, 27.50
10:41:32.021, 28.10, 27.69, 0.41, -0.09, 162, 0, 0.07, 0.00
10:41:33.058, 28.10, 27.69, 0.41, 0.00, 163, 1, 0.04, 27.50
10:41:34.082, 28.10, 27.69, 0.41, 0.00, 163, 1, 0.07, 13.53
10:41:35.089, 28.10, 27.69, 0.41, 0.00, 163, 1, 0.04, 27.50
10:41:36.120, 28.10, 27.69, 0.41, 0.00, 163, 1, 0.04, 27.50
10:41:37.133, 28.10, 27.69, 0.41, 0.00, 163, 1, 0.04, 27.50
10:41:38.152, 28.10, 27.69, 0.41, 0.00, 163, 1, 0.11, 8.97
10:41:39.199, 28.10, 27.69, 0.41, 0.00, 163, 1, -0.00, -833.67
10:41:40.217, 28.10, 27.69, 0.41, 0.00, 163, 1, 0.04, 27.50
10:41:41.229, 28.10, 27.69, 0.41, 0.00, 163, 1, 0.04, 27.50
